,Player,Span,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Unnamed: 11
24,M Mbangwa (ZIM),1996-2002,28,28,3,3,0,0,3,1 (1ct 0st),0.107,
25,Mohammad Nadeem (OMA),2019-2021,17,17,3,3,0,0,3,1 (1ct 0st),0.176,
26,R Murray (ZIM),2018-2018,5,5,3,3,0,3,0,1 (1ct 0st),0.6,
27,Mushtaq Mohammad (PAK),1973-1978,10,10,3,3,0,0,3,1 (1ct 0st),0.3,
28,JD Nel (SCOT),2006-2010,17,17,3,3,0,0,3,1 (1ct 0st),0.176,
29,P Nissanka (SL),2021-2022,11,11,3,3,0,0,3,1 (1ct 0st),0.272,
30,RAP Nissanka (SL),2001-2003,23,23,3,3,0,0,3,1 (1ct 0st),0.13,
31,Nurul Hasan (BAN),2016-2021,3,3,3,2,1,2,0,3 (2ct 1st),1.0,
32,MP O'Dowd (NED),2019-2021,7,7,3,3,0,0,3,1 (1ct 0st),0.428,
33,EO Odumbe (KENYA),1996-1996,7,7,3,3,0,0,3,1 (1ct 0st),0.428,
34,LN Onyango (KENYA),1996-2014,28,28,3,3,0,0,3,1 (1ct 0st),0.107,
35,ARM Opatha (SL),1975-1979,5,5,3,3,0,0,3,2 (2ct 0st),0.6,
36,MS Panesar (ENG),2007-2007,26,26,3,3,0,0,3,1 (1ct 0st),0.115,
37,MA Parker (SCOT),2010-2010,10,10,3,3,0,0,3,1 (1ct 0st),0.3,
38,NK Patel (USA),2019-2021,14,14,3,3,0,0,3,1 (1ct 0st),0.214,
39,JL Pattinson (AUS),2011-2015,15,15,3,3,0,0,3,1 (1ct 0st),0.2,
40,NO Perry (WI),1999-2000,20,20,3,3,0,0,3,3 (3ct 0st),0.15,
41,RR Powar (INDIA),2004-2007,29,29,3,3,0,0,3,1 (1ct 0st),0.103,
42,KH Prajapati (OMA),2021-2021,5,5,3,3,0,0,3,1 (1ct 0st),0.6,
43,MR Pydanna (WI),1980-1983,3,3,3,2,1,2,0,1 (1ct 0st),1.0,
44,S Ramesh (INDIA),1999-1999,23,23,3,3,0,0,3,1 (1ct 0st),0.13,
45,SHA Rance (NZ),2017-2017,2,2,3,3,0,0,3,3 (3ct 0st),1.5,
46,Rashid Khan (PAK),1980-1985,26,26,3,3,0,0,3,1 (1ct 0st),0.115,
47,AJ Redmond (NZ),2009-2010,6,6,3,3,0,0,3,1 (1ct 0st),0.5,
48,RB Reid (NZ),1988-1991,9,9,3,3,0,0,3,1 (1ct 0st),0.333,
49,FL Reifer (WI),1997-2009,8,8,3,3,0,0,3,1 (1ct 0st),0.375,
0,CP Rizwan (UAE),2019-2021,11,11,3,3,0,0,3,1 (1ct 0st),0.272,
1,GR Robertson (AUS),1994-1998,13,13,3,3,0,0,3,1 (1ct 0st),0.23,
2,DB Rundle (SA),1994-1994,2,2,3,3,0,0,3,2 (2ct 0st),1.5,
3,NA Saini (INDIA),2019-2021,8,8,3,3,0,0,3,2 (2ct 0st),0.375,
4,Saleem Jaffar (PAK),1986-1990,39,39,3,3,0,0,3,1 (1ct 0st),0.076,
5,DP Samaraweera (SL),1993-1994,5,5,3,3,0,0,3,2 (2ct 0st),0.6,
6,MMC Schewe (NED),1996-1996,5,5,3,2,1,2,0,3 (2ct 1st),0.6,
7,E Schiferli (NED),2002-2013,29,29,3,3,0,0,3,1 (1ct 0st),0.103,
8,Shamsur Rahman (BAN),2013-2014,10,10,3,3,0,0,3,2 (2ct 0st),0.3,
9,KV Sharma (INDIA),2014-2014,2,2,3,3,0,0,3,2 (2ct 0st),1.5,
10,VRV Singh (INDIA),2006-2006,2,2,3,3,0,0,3,2 (2ct 0st),1.5,
11,TT Smart (HKG),2004-2004,2,2,3,3,0,2,1,2 (2ct 0st),1.5,
12,CJ Smith (BMUDA),2006-2007,12,12,3,3,0,0,3,2 (2ct 0st),0.25,
13,JT Smuts (SA),2020-2021,5,5,3,3,0,0,3,2 (2ct 0st),0.6,
14,S Snater (NED),2018-2018,2,2,3,3,0,0,3,2 (2ct 0st),1.5,
15,Sohail Khan (PAK),2008-2016,13,13,3,3,0,0,3,1 (1ct 0st),0.23,
16,CB Sole (SCOT),2016-2021,11,11,3,3,0,0,3,2 (2ct 0st),0.272,
17,MC Sorensen (IRE),2013-2016,12,12,3,3,0,0,3,1 (1ct 0st),0.25,
18,DA Stirling (NZ),1984-1984,6,6,3,3,0,0,3,1 (1ct 0st),0.5,
19,PC Strydom (SA),2000-2000,10,10,3,3,0,0,3,2 (2ct 0st),0.3,
20,R Strydom (IRE),2008-2008,8,8,3,3,0,0,3,1 (1ct 0st),0.375,
21,Tanveer Ahmed (HKG),2016-2018,5,5,3,3,0,0,3,2 (2ct 0st),0.6,
22,Tanwir Afzal (HKG),2014-2018,19,19,3,3,0,0,3,1 (1ct 0st),0.157,
23,APB Tennekoon (SL),1975-1979,4,4,3,3,0,0,3,1 (1ct 0st),0.75,
24,AJ Traicos (ZIM),1983-1993,27,27,3,3,0,0,3,1 (1ct 0st),0.111,
25,A Turner (AUS),1975-1975,6,6,3,3,0,0,3,2 (2ct 0st),0.5,
26,Usman Ghani (AFG),2014-2022,17,17,3,3,0,0,3,1 (1ct 0st),0.176,
27,Usman Shinwari (PAK),2017-2019,17,17,3,3,0,0,3,2 (2ct 0st),0.176,
28,LV van Beek (NED),2021-2021,5,5,3,3,0,0,3,2 (2ct 0st),0.6,
29,JDF Vandersay (SL),2015-2022,13,13,3,3,0,0,3,1 (1ct 0st),0.23,
30,JJ van der Wath (SA),2006-2007,10,10,3,3,0,0,3,1 (1ct 0st),0.3,
31,GR Viswanath (INDIA),1974-1982,25,25,3,3,0,0,3,1 (1ct 0st),0.12,
32,Waqas Barkat (HKG),2014-2018,10,10,3,3,0,0,3,1 (1ct 0st),0.3,
33,SM Warnapura (SL),2007-2008,3,3,3,3,0,0,3,2 (2ct 0st),1.0,
34,PN Webb (NZ),1983-1984,5,5,3,3,0,3,0,1 (1ct 0st),0.6,
35,K Weeraratne (SL),2000-2008,14,14,3,3,0,0,3,1 (1ct 0st),0.214,
36,DS Wesonga (KENYA),2010-2011,4,4,3,3,0,0,3,2 (2ct 0st),0.75,
37,S Wettimuny (SL),1982-1987,33,33,3,3,0,0,3,1 (1ct 0st),0.09,
38,BTJ Wheal (SCOT),2016-2019,12,12,3,3,0,0,3,1 (1ct 0st),0.25,
39,SG Whittingham (SCOT),2017-2019,5,5,3,3,0,0,3,1 (1ct 0st),0.6,
40,KIW Wijegunawardene (SL),1988-1992,25,25,3,3,0,0,3,1 (1ct 0st),0.12,
41,RA Woolmer (ENG),1972-1976,6,6,3,3,0,0,3,1 (1ct 0st),0.5,
42,Jai P Yadav (INDIA),2002-2005,12,12,3,3,0,0,3,2 (2ct 0st),0.25,
43,Yamin Ahmadzai (AFG),2015-2022,6,6,3,3,0,0,3,1 (1ct 0st),0.5,
44,Zahoor Khan (UAE),2017-2021,19,19,3,3,0,0,3,1 (1ct 0st),0.157,
45,M Zondeki (Afr/SA),2002-2008,12,12,3,3,0,0,3,1 (1ct 0st),0.25,
46,Aamir Kaleem (OMA),2019-2019,2,2,2,2,0,0,2,1 (1ct 0st),1.0,
47,Abdur Rauf (PAK),2008-2008,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
48,MA Agarwal (INDIA),2020-2020,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
49,Aizaz Cheema (PAK),2011-2012,14,14,2,2,0,0,2,1 (1ct 0st),0.142,
0,PJW Allott (ENG),1982-1985,13,13,2,2,0,0,2,1 (1ct 0st),0.153,
1,SW Ambris (WI),2017-2021,16,16,2,2,0,0,2,1 (1ct 0st),0.125,
2,DL Amiss (ENG),1972-1977,16,16,2,2,0,0,2,1 (1ct 0st),0.125,
3,JO Angara (KENYA),1997-2003,16,16,2,2,0,0,2,1 (1ct 0st),0.125,
4,SA Ankola (INDIA),1989-1997,19,19,2,2,0,0,2,1 (1ct 0st),0.105,
5,GG Arnold (ENG),1972-1975,12,12,2,2,0,0,2,1 (1ct 0st),0.166,
6,TD Astle (NZ),2017-2019,9,9,2,2,0,0,2,1 (1ct 0st),0.222,
7,Athar Ali Khan (BAN),1988-1998,19,19,2,2,0,0,2,1 (1ct 0st),0.105,
8,Ayaan Khan (OMA),2021-2021,9,9,2,2,0,0,2,1 (1ct 0st),0.222,
9,Azam Khan (PAK),1996-1998,6,6,2,2,0,0,2,1 (1ct 0st),0.333,
10,Azhar Hossain (BAN),1988-1990,7,7,2,2,0,0,2,1 (1ct 0st),0.285,
11,Azhar Saeed (UAE),1994-1996,7,7,2,2,0,0,2,1 (1ct 0st),0.285,
12,Badal Singh (OMA),2020-2020,2,2,2,2,0,0,2,2 (2ct 0st),1.0,
13,S Badrinath (INDIA),2008-2011,7,7,2,2,0,0,2,2 (2ct 0st),0.285,
14,T Banton (ENG),2020-2020,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
15,IPP Batuwitarachchi (UAE),2008-2008,2,2,2,2,0,0,2,2 (2ct 0st),1.0,
16,AR Berenger (UAE),2014-2015,10,10,2,2,0,0,2,1 (1ct 0st),0.2,
17,S Bhari (NEPAL),2020-2021,9,9,2,2,0,0,2,2 (2ct 0st),0.222,
18,RA Bhatti (CAN),2011-2011,1,1,2,2,0,2,0,2 (2ct 0st),2.0,
19,RL Bhudia (KENYA),2008-2009,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
20,MP Bicknell (ENG),1990-1991,7,7,2,2,0,0,2,1 (1ct 0st),0.285,
21,Bilal Asif (PAK),2015-2015,3,3,2,2,0,0,2,2 (2ct 0st),0.666,
22,Bilawal Bhatti (PAK),2013-2015,10,10,2,2,0,0,2,1 (1ct 0st),0.2,
23,DCC Borden (BMUDA),2006-2008,12,12,2,2,0,0,2,1 (1ct 0st),0.166,
24,GE Bradburn (NZ),1990-2001,10,10,2,2,0,0,2,1 (1ct 0st),0.2,
25,RJ Bright (AUS),1974-1986,11,11,2,2,0,0,2,1 (1ct 0st),0.181,
26,VR Brown (NZ),1988-1988,3,3,2,2,0,0,2,1 (1ct 0st),0.666,
27,PA Browne (WI),2008-2008,5,5,2,2,0,2,0,1 (1ct 0st),0.4,
28,MG Burmester (ZIM),1992-1995,8,8,2,2,0,0,2,1 (1ct 0st),0.25,
29,JA Burns (AUS),2015-2015,6,6,2,2,0,0,2,1 (1ct 0st),0.333,
30,IW Callen (AUS),1978-1982,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
31,J Cameron-Dow (IRE),2019-2019,3,3,2,2,0,0,2,1 (1ct 0st),0.666,
32,C Campher (IRE),2020-2022,13,13,2,2,0,0,2,1 (1ct 0st),0.153,
33,MA Carberry (ENG),2013-2014,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
34,JJ Celestine (BMUDA),2007-2008,8,8,2,2,0,0,2,1 (1ct 0st),0.25,
35,DR Chumney (CAN),2003-2007,21,21,2,2,0,0,2,1 (1ct 0st),0.095,
36,PG Coman (NZ),1973-1974,3,3,2,2,0,0,2,1 (1ct 0st),0.666,
37,G Cook (ENG),1981-1983,6,6,2,2,0,0,2,1 (1ct 0st),0.333,
38,NGB Cook (ENG),1984-1989,3,3,2,2,0,0,2,1 (1ct 0st),0.666,
39,BN Cooper (NED),2013-2021,12,12,2,2,0,0,2,1 (1ct 0st),0.166,
40,JP Crawley (ENG),1994-1999,13,13,2,1,1,0,1,1 (1ct 0st),0.153,
41,DJ Cullen (AUS),2006-2006,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
42,SM Curran (ENG),2018-2021,9,9,2,2,0,0,2,1 (1ct 0st),0.222,
43,Danish Kaneria (PAK),2001-2007,18,18,2,2,0,0,2,1 (1ct 0st),0.111,
44,HT Davis (NZ),1994-1997,11,11,2,2,0,0,2,1 (1ct 0st),0.181,
45,J Da Silva (WI),2021-2021,2,2,2,1,1,1,0,1 (1ct 0st),1.0,
46,RP de Groen (NZ),1993-1994,10,10,2,2,0,0,2,1 (1ct 0st),0.2,
47,PA Desai (CAN),2010-2014,13,13,2,2,0,0,2,1 (1ct 0st),0.153,
48,GRA de Silva (SL),1975-1982,6,6,2,2,0,0,2,1 (1ct 0st),0.333,
49,MW Douglas (NZ),1994-1995,6,6,2,2,0,0,2,1 (1ct 0st),0.333,
0,TM Dowlin (WI),2009-2010,10,10,2,2,0,0,2,1 (1ct 0st),0.2,
1,KG Duers (ZIM),1992-1992,6,6,2,2,0,0,2,1 (1ct 0st),0.333,
2,SF Dukanwala (UAE),1996-1996,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
3,CI Dunusinghe (SL),1995-1995,1,1,2,1,1,1,0,2 (1ct 1st),2.0,
4,MD du Preez (NAM),2021-2021,1,1,2,2,0,0,2,2 (2ct 0st),2.0,
5,NR Dyer (SCOT),1999-1999,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
6,KA Edwards (WI),2011-2014,16,16,2,2,0,0,2,1 (1ct 0st),0.125,
7,Ehsan Khan (HKG),2016-2018,14,14,2,2,0,0,2,2 (2ct 0st),0.142,
8,Ehsan Nawaz (HKG),2014-2018,12,12,2,2,0,0,2,1 (1ct 0st),0.166,
9,RM Ellison (ENG),1984-1986,14,14,2,2,0,0,2,2 (2ct 0st),0.142,
10,EA Essop-Adam (ZIM),1992-1992,1,1,2,2,0,0,2,2 (2ct 0st),2.0,
11,Fahim Muntasir (BAN),2001-2002,3,3,2,2,0,0,2,1 (1ct 0st),0.666,
12,Fareed Ahmad (AFG),2014-2022,6,6,2,2,0,0,2,1 (1ct 0st),0.333,
13,Faruk Ahmed (BAN),1988-1999,7,7,2,2,0,0,2,1 (1ct 0st),0.285,
14,Fayyaz Butt (OMA),2019-2019,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
15,KHRK Fernando (SL),2002-2006,7,7,2,2,0,0,2,1 (1ct 0st),0.285,
16,AN French (HKG),2004-2004,2,2,2,2,0,0,2,1 (1ct 0st),1.0,
17,D Gamage (SL),2003-2003,3,3,2,2,0,0,2,1 (1ct 0st),0.666,
18,JC Gamage (SL),1995-1995,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
19,PLS Gamage (SL),2014-2017,9,9,2,2,0,0,2,1 (1ct 0st),0.222,
20,KD Ghavri (INDIA),1975-1981,19,19,2,2,0,0,2,1 (1ct 0st),0.105,
21,GJ Gilmour (AUS),1974-1975,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
22,BD Glover (NED),2019-2022,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
23,DM Gondaria (KENYA),2013-2013,2,2,2,2,0,0,2,1 (1ct 0st),1.0,
24,TG Gordon (CAN),2011-2011,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
25,Z Groenewald (NAM),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
26,TGJ Gruijters (NED),2010-2013,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
27,DR Hadlee (NZ),1973-1976,9,9,2,2,0,0,2,1 (1ct 0st),0.222,
28,Hafizur Rahman (BAN),1986-1986,2,2,2,2,0,2,0,1 (1ct 0st),1.0,
29,PL Harris (SA),2008-2008,3,3,2,2,0,0,2,1 (1ct 0st),0.666,
30,C Hemraj (WI),2018-2018,6,6,2,2,0,0,2,2 (2ct 0st),0.333,
31,BE Hendricks (SA),2019-2021,6,6,2,2,0,0,2,1 (1ct 0st),0.333,
32,ND Hirwani (INDIA),1988-1992,18,18,2,2,0,0,2,1 (1ct 0st),0.111,
33,LG Howell (NZ),1998-1998,12,12,2,2,0,0,2,1 (1ct 0st),0.166,
34,GW Humpage (ENG),1981-1981,3,3,2,2,0,2,0,1 (1ct 0st),0.666,
35,N Ifill (CAN),2003-2006,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
36,Ijaz Faqih (PAK),1980-1988,27,27,2,2,0,0,2,1 (1ct 0st),0.074,
37,IT Iqbal (KENYA),1996-1996,2,2,2,2,0,2,0,2 (2ct 0st),1.0,
38,AJ Ireland (ZIM),2005-2007,25,25,2,2,0,0,2,1 (1ct 0st),0.08,
39,Irfan Ahmed (HKG),2008-2014,6,6,2,2,0,0,2,2 (2ct 0st),0.333,
40,Ishan Kishan (INDIA),2021-2021,2,2,2,2,0,2,0,1 (1ct 0st),1.0,
41,KA Jamieson (NZ),2020-2021,5,5,2,2,0,0,2,2 (2ct 0st),0.4,
42,PA Jaques (AUS),2006-2007,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
43,Jasdeep Singh (USA),2019-2021,6,6,2,2,0,0,2,2 (2ct 0st),0.333,
44,LR Johnson (WI),2008-2015,6,6,2,2,0,0,2,1 (1ct 0st),0.333,
45,Junaid Siddiqui (CAN),2011-2014,8,8,2,2,0,0,2,1 (1ct 0st),0.25,
46,SMS Kaluperuma (SL),1988-1988,2,2,2,2,0,0,2,1 (1ct 0st),1.0,
47,J Kila (PNG),2018-2021,12,12,2,2,0,0,2,1 (1ct 0st),0.166,
48,JJ Krejza (AUS),2011-2011,7,7,2,2,0,0,2,1 (1ct 0st),0.285,
49,P Krishnamurthy (INDIA),1976-1976,1,1,2,1,1,1,0,2 (1ct 1st),2.0,
0,N Kruger (NED),2011-2011,2,2,2,2,0,0,2,2 (2ct 0st),1.0,
1,DS Kulkarni (INDIA),2014-2016,12,12,2,2,0,0,2,1 (1ct 0st),0.166,
2,RR Kulkarni (INDIA),1983-1987,10,10,2,2,0,0,2,1 (1ct 0st),0.2,
3,Kushal Malla (NEPAL),2020-2021,8,8,2,2,0,0,2,2 (2ct 0st),0.25,
4,S Lamichhane (NEPAL),2018-2021,16,16,2,2,0,0,2,1 (1ct 0st),0.125,
5,B Laughlin (AUS),2009-2009,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
6,P Lever (ENG),1971-1975,8,8,2,2,0,0,2,1 (1ct 0st),0.25,
7,GD Lloyd (ENG),1996-1998,6,6,2,2,0,0,2,1 (1ct 0st),0.333,
8,SCG MacGill (AUS),2000-2000,3,3,2,2,0,0,2,1 (1ct 0st),0.666,
9,BJ McKechnie (NZ),1975-1981,13,13,2,2,0,0,2,1 (1ct 0st),0.153,
10,KH MacLeay (AUS),1983-1987,15,15,2,2,0,0,2,1 (1ct 0st),0.133,
11,TN Madondo (ZIM),1998-2001,12,12,2,2,0,0,2,1 (1ct 0st),0.166,
12,SSB Magala (SA),2022-2022,2,2,2,2,0,0,2,1 (1ct 0st),1.0,
13,JN Maguire (AUS),1983-1984,18,18,2,2,0,0,2,1 (1ct 0st),0.111,
14,I Maraj (CAN),2003-2003,6,6,2,2,0,0,2,1 (1ct 0st),0.333,
15,A Maregwede (ZIM),2003-2005,11,11,2,2,0,0,2,1 (1ct 0st),0.181,
16,EH Mattis (WI),1981-1981,2,2,2,2,0,0,2,1 (1ct 0st),1.0,
17,B Mavuta (ZIM),2018-2019,7,7,2,2,0,0,2,1 (1ct 0st),0.285,
18,TMK Mawoyo (ZIM),2006-2014,7,7,2,2,0,0,2,1 (1ct 0st),0.285,
19,JA McCollum (IRE),2019-2021,10,10,2,2,0,0,2,1 (1ct 0st),0.2,
20,MC Mendis (SL),1995-1995,1,1,2,2,0,0,2,2 (2ct 0st),2.0,
21,PHKD Mendis (SL),2019-2022,7,7,2,2,0,0,2,2 (2ct 0st),0.285,
22,Minhajul Abedin (BAN),1986-1999,27,27,2,2,0,0,2,1 (1ct 0st),0.074,
23,Mohammad Hasnain (PAK),2019-2021,8,8,2,2,0,0,2,1 (1ct 0st),0.25,
24,Mohammad Kashif (NED),2006-2010,10,10,2,2,0,0,2,1 (1ct 0st),0.2,
25,Mohammad Khalil (PAK),2005-2005,3,3,2,2,0,0,2,1 (1ct 0st),0.666,
26,Mohammad Naim (BAN),2020-2021,2,2,2,2,0,0,2,2 (2ct 0st),1.0,
27,Mohammad Shahzad (UAE),2014-2016,6,6,2,2,0,0,2,1 (1ct 0st),0.333,
28,Mohammed Qasim (UAE),2017-2017,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
29,Mohibullah Oryakhel (AFG),2013-2013,2,2,2,2,0,0,2,1 (1ct 0st),1.0,
30,GMC Mol (NED),2007-2008,6,6,2,2,0,0,2,2 (2ct 0st),0.333,
31,HJC Mol (NED),2002-2008,10,10,2,2,0,0,2,1 (1ct 0st),0.2,
32,PJK Mooney (IRE),2006-2007,4,4,2,2,0,0,2,2 (2ct 0st),0.5,
33,JE Morris (ENG),1990-1991,8,8,2,2,0,0,2,1 (1ct 0st),0.25,
34,Morshed Ali Khan (BAN),1998-1998,3,3,2,2,0,0,2,1 (1ct 0st),0.666,
35,JK Moss (AUS),1979-1979,1,1,2,2,0,0,2,2 (2ct 0st),2.0,
36,EMDY Munaweera (SL),2017-2017,2,2,2,2,0,0,2,1 (1ct 0st),1.0,
37,W Mwayenga (ZIM),2002-2004,3,3,2,2,0,0,2,1 (1ct 0st),0.666,
38,D Myers (ZIM),2021-2021,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
39,Nafees Iqbal (BAN),2003-2005,16,16,2,2,0,0,2,1 (1ct 0st),0.125,
40,PG Nana (EAf),1975-1975,3,3,2,2,0,0,2,1 (1ct 0st),0.666,
41,Nasir Ahmed (BAN),1988-1990,7,7,2,1,1,1,0,1 (1ct 0st),0.285,
42,Naved Latif (PAK),2001-2003,11,11,2,2,0,0,2,1 (1ct 0st),0.181,
43,Naveen-ul-Haq (AFG),2016-2021,7,7,2,2,0,0,2,1 (1ct 0st),0.285,
44,Najmul Hossain Shanto (BAN),2018-2021,8,8,2,2,0,0,2,2 (2ct 0st),0.25,
45,Nazmul Islam (BAN),2018-2018,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
46,TS Nethula (NZ),2012-2012,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
47,R Ngarava (ZIM),2017-2022,19,19,2,2,0,0,2,1 (1ct 0st),0.105,
48,A Nortje (SA),2019-2021,12,12,2,2,0,0,2,2 (2ct 0st),0.166,
49,FN Otieno (KENYA),2010-2010,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
0,JV Paranjpe (INDIA),1998-1998,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
1,TK Patel (USA),2019-2020,7,7,2,2,0,0,2,1 (1ct 0st),0.285,
2,D Paterson (SA),2017-2019,4,4,2,2,0,0,2,2 (2ct 0st),0.5,
3,GA Paterson (ZIM),1983-1987,10,10,2,2,0,0,2,1 (1ct 0st),0.2,
4,MDK Perera (SL),2007-2018,12,12,2,2,0,0,2,1 (1ct 0st),0.166,
5,PDRL Perera (SL),1999-2007,19,19,2,2,0,0,2,1 (1ct 0st),0.105,
6,Pervez Mir (PAK),1975-1977,3,3,2,2,0,0,2,1 (1ct 0st),0.666,
7,RG Petrie (NZ),1990-1991,12,12,2,2,0,0,2,1 (1ct 0st),0.166,
8,OL Pitcher (BMUDA),2007-2007,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
9,MW Priest (NZ),1990-1998,16,16,2,2,0,0,2,1 (1ct 0st),0.125,
10,MW Pringle (SA),1992-1994,17,17,2,2,0,0,2,1 (1ct 0st),0.117,
11,PM Pushpakumara (SL),2017-2017,2,2,2,2,0,0,2,1 (1ct 0st),1.0,
12,NV Radford (ENG),1988-1988,6,6,2,2,0,0,2,2 (2ct 0st),0.333,
13,Raees Ahmadzai (AFG),2009-2010,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
14,LS Rajput (INDIA),1985-1987,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
15,WV Raman (INDIA),1988-1996,27,27,2,2,0,0,2,1 (1ct 0st),0.074,
16,S Ranatunga (SL),1994-1996,12,12,2,2,0,0,2,1 (1ct 0st),0.166,
17,D Ravu (PNG),2017-2021,15,15,2,2,0,0,2,1 (1ct 0st),0.133,
18,B Reddy (INDIA),1978-1981,3,3,2,2,0,2,0,1 (1ct 0st),0.666,
19,IR Redpath (AUS),1971-1975,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
20,Rizwan-uz-Zaman (PAK),1981-1987,3,3,2,2,0,0,2,2 (2ct 0st),0.666,
21,GK Robertson (NZ),1981-1989,10,10,2,2,0,0,2,1 (1ct 0st),0.2,
22,NA Rock (IRE),2022-2022,3,3,2,2,0,2,0,2 (2ct 0st),0.666,
23,GA Rogers (SCOT),2006-2008,12,12,2,2,0,0,2,1 (1ct 0st),0.166,
24,GRJ Roope (ENG),1973-1978,7,7,2,2,0,0,2,1 (1ct 0st),0.285,
25,LG Rowe (WI),1975-1980,11,11,2,2,0,0,2,1 (1ct 0st),0.181,
26,Rumman Raees (PAK),2017-2018,9,9,2,2,0,0,2,1 (1ct 0st),0.222,
27,HD Rutherford (NZ),2013-2013,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
28,Saeed Azad (PAK),1995-1996,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
29,AK Sah (NEPAL),2018-2018,2,2,2,2,0,2,0,2 (2ct 0st),1.0,
30,C Sakariya (INDIA),2021-2021,1,1,2,2,0,0,2,2 (2ct 0st),2.0,
31,AM Salvi (INDIA),2003-2003,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
32,Sameer Zia (UAE),2004-2004,1,1,2,2,0,0,2,2 (2ct 0st),2.0,
33,Saqib Ali (UAE),2008-2014,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
34,Saqlain Haider (UAE),2014-2016,5,5,2,1,1,1,0,1 (1ct 0st),0.4,
35,Sarandeep Singh (INDIA),2002-2003,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
36,AF Sattaur (CAN),2003-2003,3,3,2,2,0,0,2,2 (2ct 0st),0.666,
37,BM Scholtz (NAM),2019-2021,10,10,2,2,0,0,2,2 (2ct 0st),0.2,
38,S Seeraj (CAN),2006-2006,1,1,2,2,0,2,0,2 (2ct 0st),2.0,
39,KF Semple (WI),1999-1999,7,7,2,2,0,0,2,1 (1ct 0st),0.285,
40,CP Senanayake (SL),1990-1991,7,7,2,2,0,0,2,1 (1ct 0st),0.285,
41,Shahid Saeed (PAK),1989-1993,10,10,2,2,0,0,2,1 (1ct 0st),0.2,
42,Shahid Wasif (HKG),2016-2018,9,9,2,2,0,0,2,1 (1ct 0st),0.222,
43,G Sharma (INDIA),1985-1987,9,9,2,2,0,0,2,1 (1ct 0st),0.222,
44,PP Shaw (INDIA),2020-2021,6,6,2,2,0,0,2,1 (1ct 0st),0.333,
45,TG Shaw (SA),1991-1994,9,9,2,2,0,0,2,1 (1ct 0st),0.222,
46,MQ Sheikh (SCOT),2008-2010,6,6,2,2,0,0,2,1 (1ct 0st),0.333,
47,IT Shillingford (WI),1978-1978,2,2,2,2,0,0,2,1 (1ct 0st),1.0,
48,DJM Short (AUS),2018-2020,8,8,2,2,0,0,2,1 (1ct 0st),0.25,
49,ED Solkar (INDIA),1974-1976,7,7,2,2,0,0,2,1 (1ct 0st),0.285,
0,Sompal Kami (NEPAL),2018-2021,12,12,2,2,0,0,2,1 (1ct 0st),0.166,
1,IM Stanger (SCOT),1999-2006,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
2,CAH Stevenson (USA),2019-2020,7,7,2,2,0,0,2,1 (1ct 0st),0.285,
3,GB Stevenson (ENG),1980-1981,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
4,AM Stuart (AUS),1997-1997,3,3,2,2,0,0,2,2 (2ct 0st),0.666,
5,Taslim Arif (PAK),1980-1980,2,2,2,1,1,0,1,1 (1ct 0st),1.0,
6,SP Terry (IRE),2016-2016,5,5,2,2,0,0,2,2 (2ct 0st),0.4,
7,LO Tikolo (KENYA),1996-1996,3,3,2,2,0,0,2,1 (1ct 0st),0.666,
8,SS Tiwary (INDIA),2010-2010,3,3,2,2,0,0,2,1 (1ct 0st),0.666,
